GS,"Qual um exemplo de serivço que a Amazon fornece como DaaS","Amazon S3"
GS,"Qual um exemplo de serviço que o Google fornece como DaaS","Google Cloud Storage"
GS,"Qual um exemplo de serviço que a Microsoft fornece como DaaS","Azure Storage"
GS,"O que caracteriza um serviço de NaaS?","É caracterizado por prover infraestrutura para rede em nuvem."
GS,"Qual um exemplo de serivço que a Amazon fornece como NaaS","Amazon VPC"
GS,"Qual um exemplo de serviço que o Google fornece como NaaS","Google Cloud Virtual Network"
GS,"Qual um exemplo de serviço que a Microsoft fornece como NaaS","Azure Virtual Network"
GS,"O que caracteriza um serviço de FaaS?","É caracterizado por prover computação em nuvem que permite carregar funções individuais de software em um ambiente de nuvem gerenciado. Possibilitando executar e escalar automaticamente um serviço sem a necessidade de provisionar ou gerenciar servidores."
GS,"Qual um exemplo de serivço que a Amazon fornece como FaaS","AWS Lambda"
GS,"Qual um exemplo de serviço que o Google fornece como FaaS","Google Cloud Functions"
GS,"Qual um exemplo de serviço que a Microsoft fornece como FaaS","Azure Functions"
GS,"O que caracteriza um serviço de XaaS?","É caracterizado por prover qualquer serviço como um serviço em nuvem."
DS,"Como se faz para declarar uma variável global em Python?","global myvar"
DS,"O que é o Bounded Context?","É um limite lógico em torno de um conjunto de objetos que é usado principalmente para definir o escopo de um determinado modelo. O contexto delimitado é a fronteira dentro da qual um modelo específico é aplicado e tem significado."
DS,"O que é o Ubiquitous Language?","É uma linguagem comum entre desenvolvedores e usuários."
DS,"O que é o Domain Model?","É um modelo de domínio que descreve as entidades e os relacionamentos envolvidos em um domínio de negócios, independentemente de um banco de dados específico ou de um esquema de design."
DS,"O que é o Value Object?","É um objeto que descreve alguma característica de uma entidade."
DS,"O que é o Entity?","É um objeto que possui identidade e que é distinto de todos os outros objetos."
DS,"O que é o Aggregate?","É um conjunto de objetos que são tratados como uma unidade."
DS,"O que é o Repository?","É um objeto que encapsula a lógica de acesso, recuperação e armazenamento de dados."
DS,"O que é o Service?","É um objeto que encapsula uma lógica de negócio que não se encaixa em uma entidade ou objeto de valor."
DS,"O que é o Factory?","É um objeto que encapsula a lógica de criação de objetos."
DS,"O que é o Application Service?","É um objeto que encapsula a lógica de aplicação."
DS,"O que é o Domain Service?","É um objeto que encapsula a lógica de domínio."
DS,"O que é o Domain Event?","É um objeto que encapsula um evento de domínio."
DS,"O que é o Domain Exception?","É um objeto que encapsula uma exceção de domínio."
DS,"O que é o Domain Notification?","É um objeto que encapsula uma notificação de domínio."
DS,"O que é o Domain Query?","É um objeto que encapsula uma consulta de domínio."
DS,"Qual arquitetura de desenvolvimento se utiliza muito de Bounded Context?",Micro-serviços
DS,"Qual a função da ACL (Anti Corruption Layer)?","É uma camada que encapsula a lógica de tradução entre dois contextos delimitados."
GS,"Como funciona um ataque de CSRF (Cros Site Request Forgery)?","Enquanto há uma aba legitimamente logada, outra aba está no site do atacante que faz uma requisição forjada como se fosse a aba legítima."
GS,"O que fazer para se proteger de um ataque de CSRF (Cross Site Request Forgery)?","A aplicação deve usar um token-csrf."
DI,"O particionamento (sharding) horizontal divide a tabela em?",Linhas.
DI,"O particionamento (sharding) vertical divide a tabela em?",Colunas.
DI,"Qual é o principal recurso para tolerância à falhas?","Fazer réplicas dos dados."
DI,"O que significa o conceito de ACID nos bancos de dados?","Atomicidade. Consistência. Isolamento. Durabilidade."
DI,"O que significa o conceito de ACID nos bancos de dados?","Atomicidade. Consistência. Isolamento. Durabilidade."
LP,"O que é um objeto direto preposicionado?","É um objeto que aparece antecipado de preposição mas o verbo não exige ela. O que significa que se pode tira-la sem perda do sentido, apenas da expressividade."
LP,"O que o adjunto adverbial acrescenta ao verbo?","Alguma circunstância."
LP,"Qual a diferença entre o predicativo do objeto e o adjunto adnominal?","O predicativo do objeto é necessário no sentido do verbo enquanto o adjunto adnominal não."
LP,"O que sempre vem antes de um complemento nominal?","Uma preposição."
RA,"Qual é o princípio da identidade na lógica?","Uma proposição verdadeira vai ser sempre verdadeira e uma proposição falsa vai ser sempre falsa."
RA,"Qual é o princípio do terceiro excluído na lógica?","Todo proposição só pode ser V ou F, nunca qualquer outra possibilidade."
RA,"Qual é o princípio da não-contradição na lógica?","Uma proposição não pode ser verdadeira e falsa ao mesmo tempo."
ES,"Quais são as fases dos métodos formais de engenharia de software?","1) Especificação - 2) Validação - 3) Implementação"
ES,"Qual a vantagem dos métodos formais de software?","Que o software é correto por design através de provas matemáticas."
ER,"Quais são os dois modelos de engenharia de software evolucionários?","Prototipagem e Espiral."
ES,"No modelo evolucionário de engenharia de software qual a utilidade de protótipos descartáveis?","Validar e entender requisitos de software muito complexos que podem se beneficiar com um exemplo prático."
DS,"Quais são os três parâmetros que a função map recebe no JavaScript?","1) element \n 2) index \n 3) array"
DS,"Qual é a implementação de referência da JPA?",EclipseLink
DS,"Como faz para configurar o git para sempre atualizar as relações com o repositório remoto?","git config --global fetch.prune true"
DS,"No JPA onde ficam guardadas as configurações dos bancos de dados?",persistence.xml
DS,"No JPA qual a classe que gerência o acesso ao banco de dados?",EntityManager
DS,"Qual classe disponibiliza as fábricas de EntityManager no JPA?",Persistence
RA,"Como funciona a propriedade distributiva do | (ou) e do & (e) nas proposições lógicas?","O conectivo que está fora se associa primeiro com o que está dentro e o que está dentro une as duas partes. \n  \n P & (Q | R) <=> (P & Q) | (P & R) \n P | (Q & R) <=> (P | Q) & (P | R)"
RA,"Qual a equivalência de uma proposição 'se então' (->) para uma 'e' (&)?","Nega a segunda e o resultado é a negação de ambas. \n P -> ~Q <=> ~(P & Q)"
RA,"Qual a negação de uma proposição 'e' (&) para uma 'se então' (->) ?","~(P & Q) <=> P -> ~Q"
RA,"Qual a negação da proposição categórica Todo A é B?","Algum A não é B."
RA,"Qual a negação da proposição categórica Nenhum A é B?","Algum A é B."
RA,"Qual a negação da proposição categórica Algum A é B?","Nenhum A é B."
RA,"Qual a negação da proposição categórica Algum A não é B?","Todo A é B."
DS,"Segundo o clean code uma função deve ter no máximo quantas linhas?","20 linhas."
DS,"Segundo o clean code uma função deve ter no máximo quantos níveis de identificação?","2 níveis."
DS,"Segundo o clean code o que deveríamos fazer com blocos identados?","Extraír para outra função."
ES,"Segundo o clean code o que deveríamos fazer com uma condição com múltiplos operadores?","Extraír para uma função."
ES,"Segundo o clean code, ao invés de if's aninhados deveríamos preferir ___.",Polimorfismo.
ES,"O que diz o open-closed principle do SOLID?","Uma classe deve estar fechada para mudança e aberta para extensão."
ES,"O que significa DRY em engenharia de software?","Don't repeat yourself."
ES,"O Scrum é muito baseado no?",Empirismo.
ES,"O Scrum é o XP atuam respectivamente em?","Gestão de produtos e engenharia de software."
LP,"Qual o efeito prático dos verbos impessoais?","Eles não vão ao plural."
LP,"Quando o verbo haver é impessoal?","Com sentido de existir, ocorrer ou tempo decorrido."
LP,"Quais os principais verbos impessoais?","Verbos que indicam fenômenos da natureza ou formas indicativas de tempo ou aspectos climáticos."
LP,"Pode ser trocado o verbo haver com sentido de existir pelo verbo haver com sentido de ocorrer sem perda de sentido?",Não.
LP,"O haver com sentido de existir é impessoal então o existir também é?","Não, então ele precisa ser flexionado conforme o sujeito."
LP,"O haver com sentido de tempo decorrido é impessoal e o fazer pode ser usado com o mesmo sentido, mas ele também é impessoal?","Sim, logo ele não vai concordar com o sujeito e ficará no singular."
LP,"Quando o verbo haver pode ser pessoal?","1) Quando for pronominal \n Eles se houveram bem na prova. \n  \n 2) Quando for auxiliar \n Eles hão de estudar mais."
LP,"Qual o verbo auxiliar numa locução verbal?","O primeiro."
ES,"O que é o mais importante manter na hora de uma prova?","O autocontrole e manter a habilidade de usar as suas ferramentas de inteligência. Ou seja, a capacidade de aplicar as suas técnicas de resolução de problemas."
LP,"Quem é o verbo principal numa locução verbal?","O último."
LP,"Como fica o verbo principal numa locução verbal?","Fica sempre invariável em uma das suas formas nominais: infinitivo, particípio ou gerúndio."
LP,"Numa locução verbal qual o verbo que sempre se flexiona para concordar com o sujeito?","O auxiliar."
LP,"O que é um léxico?","É o conjunto de palavras existente em um determinado idioma."
DS,"O que é o naked object?","É um padrão de arquitetura que se utiliza somente de anotações para montar uma aplicação MVC automaticamente onde só se define as regras de domínio. Usado especialmente para prototipagem no DDD."
ES,"Quais são as camadas do DDD?","Interface, Aplicação, Domínio e Infraestrutura."
DS,"Qual a estrutura de dados que se utiliza o Heap Sort?","Uma árvore binária balanceada."
DS,"Como é o processo de ordenação realizado pelo Heap Sort?","Insere os elementos na árvore balanceada e depois remove na ordem desejada."
DS,"Qual a ordem de complexidade do algoritmo Heap Sort?","No pior, no médio e no melhor caso é sempre O(n log n)."
DI,"O que faz o Apache Oozie?","Apache Oozie é um sistema de agendamento de WorkFlow, usado para gerenciar principalmente os Jobs de MapReduce."
DI,"O que faz o YARN?","O YARN é uma plataforma de gerenciamento de recursos responsável por gerenciar recursos de computação em clusters e usá-los para programar os aplicativos dos usuários"
DI,"O que faz o Sqoop?","O Apache Sqoop é uma ferramenta para transferir dados entre bancos de dados Amazon S3, Hadoop, HDFS e RDBMS."
DI,"O que é o teorema CAP?","O teorema CAP diz que num banco de dados distribuído entre Consistency, Availability and Partition tolerance (tolerância a falhas) nos só podemos escolher dois."
DI,"Como é a operação de convolução numa CNN?","É uma operação de filtragem que reduz uma seção de 32x32x3 para uma de 28x28x1."
ER,Como,server
ER,"Como se faz uma configuração por diretório no Apache?","Com os arquivos .htaccess e .htpasswd"
ER,"Como faz para renomear o .htaccess no Apache?","Com a diretiva AccessFileName."
DS,"Qual a principal função do JWT?","Garante a integridade e o não repúdio através de uma assinatura que pode ser com HMAC, RDA ou ECDSA."
DS,"Qual a estrutura de um JWT?","1) Header - contém o tipo do token e o algoritmo de assinatura. \n 2) Payload - contém os claims, ou seja, as informações a respeito do usuário. \n 3) Signature - assinatura utilizada para verificar a mensagem."
DS,"Quais são os tipos de claims que carrega o payload do JWT?","1) registered / reserved - claims pré-definidas não obrigatórias mas recomendadas. \n 2) public - customizadas \n 3) private - específicas de uma organização"
DS,"Como é a estrutura de um JWT?","As três partes são formadas por json e codificas em base 64 e agrupadas por um ponto divisor."
DI,"o que é o OLAP?","OLAP (Online Analytical Processing) é a capacidade para manipular e analisar um grande volume de dados sob múltiplas perspectivas. As aplicações OLAP são usadas pelos gestores em qualquer nível da organização para lhes permitir análises comparativas que facilitem a sua tomada de decisões diárias."
